Port,Protocol,Count
8365,rsvp,4
23425,icmpv6,13
55138,eon,8
58894,tp,7
27026,ah,11
47869,routing,10
42261,eon,10
39744,ipcomp,10
55456,sctp,8
19012,none,5
34706,dstopts,7
36287,ggp,8
37355,nd,10
19012,ipv6,10
9515,nd,4
21442,ah,7
44505,esp,10
30726,ah,11
45688,egp,10
21122,nd,9
50462,ipv6,6
54518,raw,6
35060,egp,10
45204,ggp,8
9207,icmp,6
24518,raw,16
3958,eon,14
24496,none,16
42974,hopopts,6
8365,pup,13
19012,pup,8
19587,egp,12
20554,eon,8
33395,icmp,8
35060,none,10
14693,tp,11
44505,tcp,10
21842,pup,12
5868,igmp,8
2579,udp,5
14201,fragment,8
15308,nd,6
8845,ah,10
5868,ipv6,12
8805,ipip,4
47570,pup,7
48550,egp,6
52275,max,10
30340,routing,10
62987,max,9
7687,pim,7
42639,sctp,12
29177,igmp,11
31018,egp,11
16349,ah,10
16510,routing,6
23054,none,8
30035,icmp,7
62451,rsvp,12
10867,idp,11
54683,sctp,10
33395,egp,5
54804,pup,8
14544,idp,8
25199,ipcomp,12
59038,hello,6
53559,sctp,5
23663,routing,9
51301,fragment,7
27026,esp,4
8263,none,11
54501,ah,8
28522,sctp,10
618,max,7
38192,dstopts,9
37277,dstopts,12
6796,raw,10
24496,routing,6
8517,routing,5
3267,igmp,11
63733,none,8
8517,idp,10
39046,ipip,5
43673,raw,11
12936,tp,9
23772,none,13
13446,rsvp,11
58191,esp,7
7687,udp,5
53702,tcp,11
55305,esp,8
22889,pim,10
16659,icmp,8
34626,idp,12
43661,ipv6,12
18079,igmp,7
21842,sctp,14
9515,routing,7
31018,idp,12
13936,routing,11
39744,xtp,16
43325,raw,7
36564,ah,8
10503,tcp,8
6612,gre,12
55648,routing,10
47239,igmp,7
31296,rsvp,8
967,ah,6
5350,raw,13
37737,eon,7
2425,ah,4
16349,idp,11
36287,nd,15
47869,idp,11
336,egp,11
1679,esp,8
33445,nd,10
61837,idp,10
52474,egp,10
34587,pim,9
42639,igmp,4
2855,routing,13
52,pim,6
35913,pup,12
6124,xtp,10
10503,icmpv6,10
51776,none,8
3958,dstopts,13
13018,idp,12
48276,ipcomp,12
13107,rsvp,8
6796,icmp,9
34587,icmp,9
36721,rsvp,11
34587,gre,7
2855,tp,6
21977,udp,14
37636,routing,4
63996,nd,12
12927,none,12
34494,dstopts,10
56745,hopopts,15
5350,routing,10
37354,ipv6,7
13446,ah,10
19699,idp,7
35060,sctp,11
42310,ipv6,9
42304,esp,9
12211,fragment,8
19573,udp,11
24496,eon,6
24495,fragment,7
49641,xtp,6
22889,hello,7
6124,hello,13
3958,sctp,9
56745,none,11
40327,hello,10
4905,ipv6,9
21166,pup,6
2813,ipip,11
4309,tcp,6
51321,ipcomp,15
42639,dstopts,4
12416,egp,9
21977,esp,8
62987,pim,14
8311,gre,10
63996,hello,12
16510,sctp,6
57710,esp,11
12927,igmp,8
42393,igmp,4
29177,ipv6,6
6124,icmpv6,6
43661,tcp,12
32973,ipv6,10
56744,ipcomp,5
23054,ah,12
23646,ah,4
57789,igmp,9
26211,eon,9
20630,ah,7
4292,fragment,11
55187,ggp,10
35086,pim,13
41919,ipv6,8
46728,ah,6
336,routing,8
36287,udp,7
59561,gre,7
24762,tcp,7
34494,nd,14
31296,ggp,15
62546,ah,8
4417,sctp,14
24394,gre,7
52275,pim,4
36329,ipv6,5
20443,idp,10
3689,fragment,11
5883,fragment,6
646,igmp,8
23646,icmp,3
52645,ipv6,10
12641,ah,12
60981,tp,13
8365,nd,12
45204,tcp,6
7687,tp,9
57789,xtp,15
56744,esp,8
21093,hello,12
3317,pim,8
42974,ggp,10
53559,egp,8
63733,hello,11
58231,eon,10
14032,esp,13
12037,ipv6,3
6278,ggp,10
12641,pim,13
14544,ipip,8
18079,sctp,9
8263,esp,9
3907,ipcomp,10
35913,none,10
1679,ipv6,9
4663,hello,6
23772,icmpv6,11
32066,icmp,8
14693,dstopts,5
33251,ipv6,5
30230,none,10
40316,dstopts,12
44644,hopopts,12
25199,ggp,7
47302,ah,9
20311,xtp,10
2920,icmpv6,11
41465,dstopts,8
55305,icmp,11
42393,none,9
20453,egp,10
13981,pim,17
49185,raw,6
64749,gre,16
20453,none,9
64749,ipcomp,12
61947,tp,14
37285,pim,7
22664,ipip,10
29483,ggp,7
53731,fragment,7
11347,tcp,7
37636,rsvp,9
16349,fragment,9
6278,idp,11
36564,dstopts,6
46186,pup,6
17106,none,11
46440,pim,10
29590,tcp,8
47302,raw,12
48950,fragment,8
21166,gre,10
59561,rsvp,5
37737,ipip,15
59038,ipip,9
51301,ah,1
34284,nd,7
61303,hello,8
8263,icmpv6,10
18728,hopopts,8
38855,dstopts,13
57764,tp,8
19193,esp,9
42261,none,7
40327,ggp,9
41038,none,10
8517,hopopts,14
42185,icmpv6,11
26217,igmp,8
12691,hopopts,10
58191,sctp,10
54804,idp,12
34932,ipcomp,4
27026,hopopts,7
14201,esp,9
2802,routing,10
51453,udp,10
48294,icmpv6,9
58191,ipip,6
32088,icmpv6,6
12562,max,8
27895,xtp,10
43872,rsvp,7
4139,max,5
47362,xtp,5
50422,ah,8
1679,eon,9
23646,ipv6,15
5350,ipcomp,4
20852,sctp,10
34925,ah,8
10867,tp,10
21442,max,16
23472,gre,11
22168,routing,7
5868,raw,6
60981,max,5
3689,xtp,13
36347,dstopts,14
6124,esp,11
20453,gre,6
3689,igmp,8
54501,ipv6,8
22664,ipcomp,12
2855,sctp,8
27311,igmp,16
16656,eon,8
39255,icmpv6,8
35184,ipv6,6
53682,raw,6
23545,none,11
65316,max,7
44484,hopopts,8
51301,ipv6,7
8915,raw,12
8915,none,9
34284,gre,12
55456,none,8
13018,ipip,10
58674,udp,11
42974,igmp,7
53682,nd,5
48276,gre,9
20630,tcp,8
7535,idp,9
8517,gre,13
61569,ipcomp,9
61303,routing,8
10392,none,9
19193,rsvp,5
8311,idp,13
46440,ah,4
24496,hopopts,10
23923,gre,10
6796,hopopts,9
44215,tcp,7
477,hello,11
58231,fragment,10
64749,pup,8
51776,icmp,5
32088,tp,10
63172,pim,7
50427,dstopts,10
52474,tp,12
63733,rsvp,11
12936,dstopts,11
18728,routing,9
37355,none,5
12037,icmp,13
45532,tp,3
4309,max,5
36736,none,10
13981,igmp,10
46440,ggp,10
17106,hopopts,7
44215,none,7
26211,pim,6
41919,dstopts,6
47239,xtp,7
2813,rsvp,11
6409,esp,12
40327,rsvp,8
51301,none,9
20453,ipip,5
53682,fragment,9
34706,sctp,10
10557,egp,3
28072,ipcomp,8
29483,raw,7
53702,eon,13
16304,icmp,9
41038,sctp,8
29483,tp,5
12416,none,7
37354,routing,11
64749,tcp,7
8311,routing,11
9200,hopopts,8
58902,ipip,6
13981,pup,9
32066,fragment,9
8365,max,9
64240,tp,7
2425,nd,7
35195,icmp,7
27895,idp,7
40358,pup,6
58801,pim,10
477,icmpv6,11
51453,pim,15
12691,gre,7
8915,icmp,6
55132,hello,15
12691,routing,8
44484,nd,13
39744,eon,6
58674,max,8
22664,idp,13
57764,routing,7
24495,idp,12
24518,eon,9
47869,nd,9
56744,gre,4
10557,fragment,8
38409,ipcomp,9
2450,esp,9
43661,raw,8
24518,ipcomp,6
34706,gre,6
40358,ipcomp,7
46440,icmp,7
12691,icmpv6,4
4296,sctp,7
65288,esp,7
23646,idp,9
37277,pim,6
16349,tcp,14
46924,ah,8
18079,fragment,9
10557,xtp,7
10557,hopopts,8
6057,rsvp,12
25199,routing,9
59038,icmpv6,9
11545,hopopts,8
61542,idp,8
59577,fragment,4
2425,udp,12
62987,hopopts,10
35195,xtp,8
49185,egp,8
45532,udp,11
44484,ggp,9
46728,gre,11
23472,hopopts,8
38855,hopopts,9
4417,tcp,6
55648,rsvp,14
10557,esp,6
42639,ipv6,10
42393,sctp,5
35060,rsvp,11
16816,nd,8
2802,hello,8
22889,icmpv6,5
22889,tp,7
14693,fragment,6
2425,max,7
8263,xtp,9
62451,fragment,7
35195,udp,7
61503,hopopts,10
8805,idp,11
12860,ipv6,11
29483,dstopts,5
34925,tp,7
51453,none,9
63581,fragment,17
52275,gre,7
29177,ipcomp,11
4292,icmp,7
2855,pup,5
32088,pim,7
37978,max,5
48276,esp,6
38745,nd,2
55138,pim,10
35184,ipip,12
36857,ipv6,8
10784,fragment,11
7627,max,9
23054,icmpv6,6
26801,sctp,9
34932,dstopts,12
61947,sctp,7
11545,icmp,13
12641,gre,7
28072,icmp,13
7611,igmp,11
7627,fragment,6
36721,ipcomp,12
52645,pup,7
61303,xtp,6
35195,sctp,8
2920,icmp,6
26880,routing,4
20553,icmpv6,11
20554,gre,8
57764,max,6
6278,eon,11
61837,none,12
48950,ggp,9
21442,icmpv6,7
12936,raw,11
12360,gre,9
8845,ggp,11
31018,hopopts,8
29483,pim,15
33379,sctp,13
8311,igmp,6
24518,dstopts,6
23646,ggp,11
26801,eon,10
64749,routing,14
12360,nd,11
45369,egp,6
59561,ah,11
60847,routing,6
26502,rsvp,16
60847,sctp,5
50427,esp,6
16816,fragment,9
13936,hopopts,6
40358,esp,11
26880,tp,12
12037,ipip,7
57710,nd,14
20311,udp,8
61785,igmp,11
30618,hello,6
50307,max,7
61947,max,6
12927,fragment,8
34587,rsvp,5
27026,fragment,5
43325,rsvp,10
24394,none,8
14693,idp,5
4417,igmp,6
57983,esp,8
41288,pim,6
5868,pup,6
36721,gre,9
59828,xtp,11
40327,max,13
23772,nd,6
52381,eon,12
37277,egp,9
36329,dstopts,7
48294,ah,14
61837,pim,7
11490,ah,7
12562,egp,9
12211,ggp,7
3267,max,14
16304,ipip,12
46797,ggp,9
19012,icmpv6,6
37354,raw,9
618,esp,9
39255,pim,9
6278,nd,7
52381,hello,8
18750,idp,9
43673,pim,11
54501,egp,12
47570,ggp,7
22464,tp,8
65316,tp,8
24268,egp,10
6565,tcp,9
63172,eon,13
12562,pim,12
12641,esp,12
29483,gre,7
40710,tp,7
3267,ipv6,8
45688,tp,9
9700,hopopts,11
64749,nd,10
21471,max,10
37285,icmp,11
12416,sctp,8
51776,pim,7
39255,sctp,12
21842,ipv6,16
56744,hello,14
36287,routing,6
40327,pim,9
14032,ggp,8
62546,rsvp,9
16659,dstopts,8
39046,nd,7
44218,hopopts,9
20630,sctp,10
41919,hopopts,12
618,ah,6
8365,sctp,7
53682,hopopts,13
23646,igmp,9
48950,hello,3
55305,none,6
12641,eon,8
21442,idp,11
8517,esp,8
27895,dstopts,10
52381,dstopts,8
4292,ah,7
10503,pim,9
20554,sctp,18
43661,tp,9
19012,icmp,9
46186,icmpv6,14
28072,nd,12
41465,igmp,12
316,tcp,14
4296,eon,10
10392,eon,13
6612,igmp,9
29177,raw,11
16510,pup,13
52645,ah,9
24762,tp,12
12936,ipv6,9
37285,esp,8
21122,icmp,10
14693,tcp,7
14201,ah,5
42261,icmpv6,8
45369,gre,7
13018,rsvp,11
33379,nd,5
47239,routing,12
36329,hopopts,6
16510,tp,10
59038,routing,5
40316,ggp,14
38745,ipip,8
52645,ipcomp,10
49966,idp,11
26502,idp,9
19587,icmp,10
2813,ipcomp,4
14201,idp,13
35913,hello,6
12037,ggp,7
61785,pim,10
14201,ipv6,5
42185,ggp,11
42185,idp,8
52281,idp,3
30726,igmp,6
2802,eon,6
47570,xtp,13
44505,ggp,9
23545,tp,9
50422,hello,12
17797,gre,7
22168,eon,11
23772,hello,8
41465,egp,10
36857,idp,10
20453,eon,12
35086,eon,9
34932,ipv6,10
43355,nd,6
2802,esp,9
59577,nd,12
18728,idp,8
54683,ipip,4
48276,egp,13
27311,pup,11
12063,udp,6
646,ipip,4
26217,tp,7
34932,ipip,8
43325,fragment,7
316,egp,8
23663,udp,13
11490,hello,10
21166,fragment,5
34587,max,8
28522,idp,9
12360,tp,4
53595,udp,10
5883,ggp,6
27026,ggp,14
55305,rsvp,4
4296,egp,7
52275,ipcomp,12
3907,udp,11
8805,ipcomp,7
3958,raw,9
3317,tp,6
43673,igmp,11
10392,egp,6
29590,max,9
2425,hopopts,4
50427,igmp,10
34626,routing,7
48550,udp,8
22889,udp,6
22168,tcp,9
44484,udp,15
43872,nd,10
12927,egp,7
32584,max,11
23969,ipv6,4
42974,xtp,3
42185,nd,4
18750,none,9
35086,ggp,10
20553,gre,7
20852,rsvp,6
36287,igmp,6
12927,icmpv6,12
36347,hopopts,7
56744,idp,7
35184,idp,7
9700,tp,11
61303,nd,12
30732,max,10
28788,none,16
21471,icmp,10
30618,tcp,13
55456,icmp,7
16659,nd,8
41038,hopopts,6
49966,ah,9
61542,none,10
26422,sctp,12
62398,ggp,11
336,pim,6
52474,max,5
24495,ggp,13
37277,esp,6
41288,tp,10
21225,pim,9
967,udp,7
12691,nd,10
12562,hopopts,7
55187,icmp,6
12927,sctp,11
63172,tp,7
45204,hello,11
30618,esp,9
58231,rsvp,8
26880,ipv6,8
65288,icmpv6,7
4663,rsvp,8
12936,pup,8
8517,pim,8
37636,esp,9
24394,pim,9
17797,hello,15
61648,ipcomp,8
31917,xtp,14
46186,igmp,5
7535,rsvp,6
36347,sctp,8
61503,hello,2
19012,ipcomp,6
64240,fragment,9
2813,hello,13
2920,eon,9
29483,ah,10
8517,icmpv6,6
30230,rsvp,8
6057,eon,9
8311,pim,5
18246,nd,10
19573,sctp,7
967,ipcomp,4
7535,udp,7
49966,raw,9
28522,none,9
51301,nd,10
28072,sctp,6
54518,rsvp,15
45688,dstopts,8
61569,esp,3
59038,ipv6,5
28979,raw,7
58674,egp,11
23923,tp,9
17797,dstopts,5
38409,egp,9
6796,none,6
34416,icmp,4
46286,egp,8
41288,pup,12
30340,ggp,9
36857,eon,8
9700,raw,10
4292,tcp,6
23772,rsvp,11
64240,nd,6
52,ggp,13
14544,hopopts,12
44218,raw,7
42974,rsvp,9
58231,dstopts,5
38409,tp,8
8845,sctp,10
30071,nd,11
51298,tcp,10
21471,icmpv6,12
42711,eon,11
44218,ggp,9
27026,pim,8
12860,tcp,11
33395,nd,10
24518,pup,10
39515,sctp,15
6409,pim,9
35226,eon,7
62451,eon,4
53748,ipip,12
21166,icmpv6,5
55132,igmp,11
20443,rsvp,6
59828,esp,10
16659,sctp,5
45369,fragment,6
28979,ipip,8
44215,idp,7
31018,nd,5
49641,dstopts,10
13107,tp,9
37285,egp,11
58801,sctp,9
28979,hopopts,11
12063,nd,14
36329,nd,8
8311,dstopts,8
61569,sctp,8
2985,igmp,5
12860,icmp,5
17106,tp,12
43325,ipcomp,12
40710,egp,8
34587,icmpv6,7
57764,nd,8
6057,icmpv6,10
57789,rsvp,10
9200,fragment,8
4292,gre,10
16304,fragment,8
37355,hopopts,11
33395,gre,10
10784,none,7
1679,tp,9
59561,igmp,8
9200,eon,12
61947,ipcomp,13
31917,ggp,12
18246,icmpv6,8
55138,routing,6
8263,routing,7
44215,ipv6,10
40396,eon,6
23425,esp,14
22168,dstopts,6
618,ipv6,6
32088,icmp,7
58902,ipcomp,13
20311,tp,9
26217,pup,10
34973,hopopts,7
4905,routing,13
36287,tcp,12
64240,none,12
6612,dstopts,5
23663,esp,11
57710,ah,13
50307,egp,6
53731,ipip,9
56744,tp,9
58902,dstopts,7
21225,hopopts,8
4292,icmpv6,9
55138,ipip,12
37277,ah,6
44484,sctp,9
30035,gre,7
9200,idp,11
28072,hello,9
17797,icmpv6,13
30340,tcp,9
24495,eon,9
29177,tp,9
4417,ggp,10
2579,nd,10
56744,nd,8
44218,icmp,7
30230,hello,8
45532,sctp,14
967,gre,11
58191,tcp,12
52474,pim,10
9200,ipcomp,15
42304,hopopts,8
20852,igmp,9
36736,hopopts,8
33251,eon,9
23472,ipv6,6
53682,icmp,14
61785,raw,13
58801,icmpv6,8
18246,tp,7
7611,esp,7
34416,sctp,13
10503,max,9
8365,dstopts,7
14201,raw,6
7687,nd,6
27295,nd,14
43661,pim,9
59718,tcp,11
32066,xtp,13
47362,esp,11
12360,ah,10
20630,ipv6,8
18079,none,13
21442,pup,9
3958,none,10
55567,ggp,11
15308,pup,8
12860,sctp,3
34626,gre,8
61503,gre,7
44218,hello,7
63996,icmpv6,16
33251,ipip,10
52474,eon,13
57710,tp,6
3907,pim,3
42837,pim,9
41038,fragment,6
61303,udp,5
7611,udp,8
12936,pim,8
42310,dstopts,10
51321,esp,6
32088,ah,11
30732,eon,4
34706,icmp,7
33251,ipcomp,9
42974,nd,9
42393,ipv6,9
2855,fragment,10
42304,ggp,10
46186,ipip,8
17797,nd,7
10557,rsvp,10
43872,tcp,8
47869,raw,8
35195,tp,15
18079,routing,12
37737,esp,12
63996,icmp,9
42185,raw,8
38409,hopopts,10
58674,gre,14
30230,esp,7
41288,nd,8
41288,xtp,7
43355,igmp,8
32973,pim,12
50462,igmp,4
40396,ipip,7
38409,none,9
50307,fragment,11
12037,eon,7
18728,gre,8
18079,raw,10
28788,idp,12
2450,ggp,10
42837,idp,11
5350,pup,8
63733,sctp,6
16304,tp,8
11545,eon,7
59718,none,8
2813,max,6
34587,eon,11
43872,max,10
55187,egp,5
48294,ggp,11
49185,tp,9
24518,fragment,16
30230,ipv6,8
53595,eon,7
60847,hello,6
8263,ipv6,9
55138,pup,7
24495,rsvp,8
2579,ipv6,6
15378,eon,5
51776,fragment,12
61503,rsvp,11
53595,ipv6,9
34587,ipv6,5
7461,nd,11
37355,ggp,8
12063,dstopts,10
54804,tcp,7
54501,ipcomp,13
64749,pim,14
20453,hopopts,9
49966,tcp,7
30071,igmp,9
9207,ipv6,8
33379,esp,11
32973,icmpv6,5
10867,dstopts,8
24268,ipcomp,4
61837,ipcomp,11
42310,nd,13
26880,gre,7
21166,routing,5
477,rsvp,5
33445,egp,10
21225,nd,13
63581,ah,11
36721,egp,8
61542,igmp,7
48950,ah,9
3317,idp,10
26217,hopopts,7
43673,sctp,17
22664,xtp,5
33395,igmp,9
42261,hopopts,15
12860,igmp,4
42304,gre,14
51776,rsvp,11
60847,idp,8
48950,rsvp,5
21977,sctp,10
51776,ah,10
56745,ipip,10
44505,icmpv6,11
3317,udp,6
24496,xtp,8
31018,none,9
50307,rsvp,5
4417,hopopts,7
23425,none,12
53682,ipcomp,10
23923,hello,8
2579,pim,6
57764,dstopts,7
58902,fragment,7
26422,hello,5
51301,pim,4
14693,igmp,10
37355,max,14
30230,tp,6
4296,ipcomp,9
44505,egp,9
31296,routing,11
7535,gre,7
43355,ggp,13
30726,routing,9
61837,dstopts,11
33251,hello,7
16349,ipv6,9
18246,idp,8
64240,pim,6
58674,icmpv6,11
61503,nd,11
45244,ipcomp,7
59718,igmp,12
61785,icmpv6,5
54804,ipip,4
52645,max,9
12416,ggp,5
21471,pup,10
42261,fragment,4
37285,none,7
42837,nd,7
6815,pup,9
11347,sctp,12
42185,ipv6,9
34932,tp,10
24762,sctp,8
44505,hello,7
38745,max,11
6796,tcp,10
24518,none,7
44644,icmp,6
55329,hopopts,10
36347,hello,5
45204,pup,3
42393,idp,11
12641,routing,7
62546,xtp,13
30726,ipcomp,9
33395,dstopts,12
26880,igmp,12
62546,raw,11
43355,esp,6
52645,fragment,9
53731,ggp,7
8805,hopopts,8
17797,ipip,7
58894,esp,3
35226,igmp,12
3267,rsvp,6
10867,fragment,7
55305,ipv6,4
43355,ipcomp,8
49966,egp,10
26801,idp,10
46797,gre,7
59577,routing,7
34973,nd,7
23646,pim,13
20852,max,9
20453,rsvp,5
21977,ggp,14
61542,rsvp,6
3267,idp,6
26801,ipv6,4
44218,igmp,13
42711,none,10
26801,raw,6
3958,xtp,9
36329,tcp,8
8915,max,12
8805,ggp,8
7611,tp,8
16816,ipcomp,10
10503,none,5
11347,fragment,13
19699,igmp,8
57710,icmpv6,9
21442,rsvp,4
52275,sctp,7
20852,xtp,5
59038,udp,12
30726,hopopts,7
57983,raw,10
30035,raw,9
34416,pim,9
43325,ah,13
55187,igmp,9
26211,esp,11
14544,ah,7
54683,gre,8
23969,idp,7
55132,hopopts,10
4663,max,10
15378,none,5
38745,esp,6
19587,udp,8
60981,routing,9
63581,igmp,12
48950,pim,8
18079,icmp,11
7611,ipv6,11
2855,raw,10
19699,egp,5
10392,tp,9
36736,dstopts,7
61569,icmpv6,7
4309,ipv6,12
10784,pup,10
50462,raw,5
34706,max,10
4663,idp,6
52474,raw,6
20630,ipip,10
45369,icmpv6,7
47570,nd,5
12416,gre,12
40396,esp,4
12691,fragment,10
12416,pim,8
40396,pim,16
54804,none,7
58801,tcp,7
65316,ipv6,6
26880,max,10
45204,igmp,9
58231,none,12
52381,udp,7
55305,icmpv6,6
57710,max,7
40710,pim,6
35913,igmp,5
49641,esp,12
28979,udp,6
20453,hello,8
16349,routing,10
53185,egp,8
30726,fragment,7
40327,ipip,6
46440,eon,12
40327,tcp,8
45369,ggp,14
6057,icmp,7
3689,idp,14
41038,ipip,11
6565,dstopts,18
13446,icmp,12
21093,raw,11
14544,gre,11
61648,idp,10
47362,sctp,11
52474,fragment,7
21225,idp,11
3689,pup,9
42639,idp,8
30340,udp,6
42711,igmp,13
3689,dstopts,10
21225,icmp,8
41919,routing,7
52645,tcp,6
13446,hello,8
26422,pim,12
43673,hopopts,9
12860,tp,6
27295,eon,7
38745,raw,10
37354,gre,10
53682,udp,13
14693,esp,12
32088,egp,11
23772,tcp,6
44218,icmpv6,6
8365,routing,6
12416,idp,6
21842,routing,9
28979,sctp,9
24495,xtp,1
49966,tp,2
7627,ipip,8
18079,nd,9
6815,ah,9
57710,gre,7
58231,ipv6,8
52281,ipv6,10
47869,ggp,9
41038,ipv6,10
23545,gre,4
59828,icmp,9
40358,hopopts,12
29590,fragment,5
59038,none,5
55305,sctp,7
27026,nd,11
44215,max,8
42393,rsvp,13
39255,ipcomp,9
43355,tp,8
30340,egp,6
26502,fragment,3
17106,pim,9
59561,hello,9
45688,ggp,10
2985,ipv6,10
28979,tcp,8
46924,idp,14
58191,none,7
63581,udp,12
10392,ggp,9
19193,routing,8
6565,ipip,6
26217,max,5
24762,gre,7
29483,max,13
58674,pup,8
20553,dstopts,11
58902,gre,12
20630,max,8
4139,sctp,8
4905,rsvp,6
61303,igmp,10
10867,pim,11
5350,xtp,7
30732,tcp,12
35184,routing,13
56744,icmpv6,6
63581,hello,4
51301,ipcomp,8
41465,sctp,5
46728,ipv6,8
42639,ipcomp,14
55648,icmpv6,8
38192,nd,7
20453,icmp,13
37285,dstopts,12
20554,hopopts,5
22168,ipcomp,9
9700,routing,5
18728,igmp,7
33395,ipip,7
52281,icmp,6
13981,ipip,9
35184,max,8
58894,routing,7
36564,xtp,8
46924,udp,7
61569,eon,12
38192,udp,6
30071,icmpv6,13
57764,xtp,9
63581,egp,9
26211,gre,11
19193,icmp,5
51298,nd,9
967,hello,7
60981,ipcomp,10
3267,gre,9
45369,pup,8
56744,tcp,11
54518,ipip,7
6796,ah,6
27895,icmp,9
43661,eon,6
34973,tcp,3
3958,tp,9
31917,hopopts,8
41288,max,6
17106,nd,5
18079,max,7
6612,ggp,9
16349,tp,11
28522,routing,8
30071,hopopts,9
2920,idp,10
36347,egp,5
50307,ggp,8
29177,fragment,10
34494,hello,9
6278,none,9
3689,ipip,16
14032,hopopts,12
23663,max,10
32066,hopopts,7
24495,udp,16
29483,esp,9
44484,routing,9
48276,nd,4
4139,igmp,8
8845,icmpv6,6
23472,sctp,10
48276,ipip,10
27295,rsvp,11
51298,pup,9
57789,eon,4
58801,raw,12
38855,sctp,7
11545,tp,7
34587,igmp,5
477,xtp,8
967,egp,8
24518,tcp,13
42185,icmp,6
42711,ipv6,8
35913,gre,18
55187,raw,5
55329,icmp,10
30035,idp,10
35184,ipcomp,8
45244,max,9
9207,nd,10
30726,max,3
35060,routing,7
4139,esp,6
35184,dstopts,13
4663,tcp,13
15308,idp,10
30618,fragment,10
48550,pim,14
11545,icmpv6,9
41465,hello,10
316,raw,8
50462,icmpv6,5
35060,max,9
4296,dstopts,6
21442,raw,12
35913,egp,11
17106,idp,7
37277,routing,4
33395,eon,5
58674,sctp,7
9700,dstopts,5
36329,gre,13
27895,ggp,8
56745,pim,5
34587,esp,9
62451,pup,10
34925,gre,9
30035,udp,7
8517,tcp,10
33445,tcp,6
53185,igmp,9
8845,pim,7
26217,hello,9
12927,ipip,10
6815,ggp,2
48950,nd,10
45244,eon,7
10784,igmp,11
42261,ah,12
16816,raw,5
44505,tp,7
49185,tcp,8
3317,hello,12
51301,hello,13
4292,xtp,13
16659,udp,8
24518,sctp,11
10784,nd,2
37636,tp,8
58902,idp,6
46440,udp,15
11347,egp,14
15308,ggp,6
42837,udp,13
12416,icmpv6,8
19573,rsvp,6
9700,udp,8
10557,udp,9
48276,dstopts,8
8263,ipip,9
23663,ggp,7
55456,hopopts,7
42185,none,10
4905,nd,5
57983,routing,5
48950,tcp,9
9207,max,8
4139,ipv6,9
39515,igmp,6
49966,xtp,9
14201,hello,8
42711,gre,8
26211,ipv6,11
34626,fragment,10
64240,raw,9
23923,idp,8
53595,raw,9
3958,gre,9
36736,routing,8
10867,egp,7
54588,none,10
23923,eon,10
52,ah,11
17797,pim,5
26211,dstopts,8
32584,tp,7
63581,routing,8
8365,pim,11
4292,raw,5
29590,esp,10
36564,ggp,8
30071,ipv6,10
17797,ipv6,10
46797,xtp,8
53748,gre,4
30340,ah,12
48550,xtp,10
23923,routing,7
46440,igmp,5
37636,raw,5
34494,ah,9
3267,xtp,9
53185,ggp,10
43673,fragment,10
35226,sctp,12
16349,hello,11
62987,ipv6,6
42639,xtp,7
26880,ah,14
37978,rsvp,8
15308,hopopts,3
6796,max,6
2813,xtp,5
6796,ggp,4
43872,xtp,7
54804,ipv6,5
21442,gre,5
30732,hello,9
48294,none,11
39515,gre,4
43872,eon,10
49966,igmp,7
36347,pim,9
8845,nd,6
46186,hopopts,9
646,icmp,10
46186,udp,8
60847,ggp,8
3907,sctp,6
32088,routing,7
12562,esp,10
6124,ipip,13
46440,nd,6
31018,ah,8
6815,tcp,11
61785,routing,9
38855,none,4
61648,ipv6,5
45688,tcp,8
55305,xtp,8
40396,raw,10
12927,hello,4
31917,ipcomp,5
51453,eon,11
32973,max,8
19587,pim,13
35195,fragment,5
8915,igmp,8
8845,xtp,8
17797,idp,8
41288,sctp,9
28072,dstopts,7
4417,hello,9
36721,ipv6,8
10503,gre,10
61303,ipcomp,6
5868,idp,8
25199,gre,9
38409,ipv6,9
47302,ipcomp,4
22889,xtp,10
38409,ah,10
32584,xtp,9
28979,max,7
34925,raw,9
55567,hopopts,5
57710,raw,9
20453,sctp,10
30340,igmp,7
4309,hopopts,8
30230,ah,11
23646,pup,9
61503,ipcomp,10
9700,pim,13
53702,egp,4
16349,pim,7
4139,icmp,7
34973,ah,7
42185,rsvp,14
2450,idp,11
51321,ipip,8
2920,gre,13
42185,routing,5
36721,routing,8
25199,udp,9
618,tp,5
37285,sctp,9
34494,gre,5
7461,max,11
16656,hello,10
60981,esp,9
47570,eon,6
30726,xtp,8
20311,sctp,8
64240,xtp,8
28979,idp,9
42261,raw,6
40316,gre,8
52,none,9
58894,igmp,10
7687,fragment,8
37355,xtp,6
13981,esp,7
51298,hopopts,6
40396,nd,6
52381,max,12
5883,pup,10
61648,esp,6
47362,igmp,7
28072,esp,6
58902,rsvp,6
31917,gre,6
40710,none,4
27026,icmpv6,9
52281,hopopts,16
28072,tcp,9
18728,egp,8
43661,esp,9
12641,max,11
42639,rsvp,9
61947,none,2
37737,hello,5
12860,eon,15
35913,xtp,9
16510,eon,12
2579,igmp,11
35184,esp,8
7461,igmp,8
21471,eon,8
63733,ipcomp,6
59577,esp,7
21122,pup,8
3689,routing,9
26801,pim,3
19699,nd,6
27311,gre,12
12562,rsvp,10
13107,nd,10
13936,eon,9
6057,pup,12
5350,icmpv6,3
39515,ah,8
8805,tp,10
52381,icmpv6,3
33251,icmp,6
